0	87867	176
1	71473	287
2	64080	386
3	61713	497
4	59153	597
5	57408	697
6	56140	797
7	57900	941
8	60061	1100
9	59726	1218
10	60595	1363
11	59489	1462
12	58537	1562
13	57710	1662
14	56263	1740
15	56662	1873
16	56053	1972
17	55205	2061
18	54718	2161
19	54271	2261
20	53855	2361
21	53226	2449
22	52874	2549
23	52545	2649
24	52866	2782
25	52141	2860
26	51851	2959
27	51577	3059
28	51315	3159
29	51062	3259
30	53840	3558
31	53505	3658
32	53185	3758
33	52878	3858
34	52583	3957
35	52298	4057
36	52024	4157
37	51773	4258
38	51516	4358
39	51268	4458
40	51026	4557
41	50791	4657
42	50563	4757
43	50340	4857
44	50569	5001
45	50346	5101
46	49916	5178
47	49708	5278
48	49504	5378
49	49305	5478
50	49109	5578
51	49013	5689
52	48822	5788
53	48636	5888
54	48721	6021
55	48534	6121
56	48351	6221
57	48425	6354
58	48242	6454
59	48062	6554
60	47885	6653
61	47789	6764
62	47616	6864
63	47444	6964
64	47275	7064
65	47108	7163
66	46943	7263
67	46779	7363
68	46618	7463
69	46458	7563
70	46301	7662
71	46145	7762
72	45990	7862
73	45837	7962
74	45685	8062
75	45597	8173
76	45447	8272
77	45599	8428
78	45447	8528
79	45297	8628
80	45376	8772
81	45230	8873
82	45080	8972
83	44931	9072
84	44783	9172
85	44636	9272
86	44490	9372
87	44501	9505
88	44461	9627
89	44365	9738
90	44368	9871
91	44368	10004
92	44417	10149
93	44268	10249
94	44120	10349
95	43973	10449
96	43827	10549
97	43591	10626
98	43539	10749
99	43395	10848
100	43164	10926
101	43024	11026
102	42884	11126
103	42745	11226
104	42606	11325
105	42592	11458
106	42453	11558
107	42315	11658
108	42178	11758
109	42042	11858
110	41906	11957
111	41771	12057
112	41636	12157
113	41502	12257
114	41406	12368
115	41236	12456
116	41104	12556
117	40972	12656
118	40845	12757
119	40714	12857
120	40584	12957
121	40386	13034
122	40257	13134
123	40129	13234
124	39969	13323
125	39842	13422
126	39748	13533
127	39622	13633
128	39592	13766
129	39465	13866
130	39339	13966
131	39214	14066
132	39088	14165
133	38964	14265
134	38839	14365
135	38715	14465
136	38533	14542
137	38352	14620
138	38287	14742
139	38165	14842
140	38043	14942
141	38006	15075
142	37884	15174
143	37817	15296
144	37695	15396
145	37627	15518
146	37505	15618
147	37489	15762
148	37366	15862
149	37244	15962
150	37199	16095
151	37077	16194
152	36956	16294
153	36909	16427
154	36787	16527
155	36738	16660
156	36640	16771
157	36494	16860
158	36325	16937
159	36157	17015
160	36037	17115
161	35895	17204
162	35775	17303
163	35656	17403
164	35539	17504
165	35421	17604
166	35324	17715
167	35206	17815
168	35152	17948
169	35034	18048
170	34915	18147
171	34797	18247
172	34658	18336
173	34541	18436
174	34424	18536
175	34327	18646
176	34210	18746
177	34053	18824
178	33996	18957
179	33879	19057
180	33763	19157
181	33646	19256
182	33530	19356
183	33357	19423
184	33269	19538
185	33259	19701
186	33142	19801
187	33027	19900
188	32929	20011
189	32795	20100
190	32680	20200
191	32564	20300
192	32520	20444
193	32404	20543
194	32288	20643
195	32243	20788
196	32128	20888
197	32063	21021
198	31947	21121
199	31832	21221
200	31766	21354
201	31619	21433
202	31587	21589
203	31472	21690
204	31356	21790
205	31288	21922
206	31219	22056
207	31103	22155
208	30987	22255
209	30871	22355
210	30756	22455
211	30640	22555
212	30525	22654
213	30425	22765
214	30310	22865
215	30195	22965
216	30080	23065
217	29965	23164
218	29908	23309
219	29878	23476
220	29763	23576
221	29648	23676
222	29533	23775
223	29418	23875
224	29343	24008
225	29229	24108
226	29114	24208
227	28999	24308
228	28884	24407
229	28795	24529
230	28732	24674
231	28617	24773
232	28503	24873
233	28388	24973
234	28325	25118
235	28185	25196
236	28059	25285
237	27944	25384
238	27830	25484
239	27716	25584
240	27590	25673
241	27477	25773
242	27363	25872
243	27250	25972
244	27182	26116
245	27069	26216
246	26955	26316
247	26842	26416
248	26740	26527
249	26626	26626
250	26557	26771
251	26444	26870
252	26320	26959
253	26207	27059
254	26136	27203
255	26033	27314
256	25920	27414
257	25838	27547
258	25725	27647
259	25591	27724
260	25509	27857
261	25386	27946
262	25273	28046
263	25160	28145
264	25048	28245
265	24935	28345
266	24833	28457
267	24720	28556
268	24608	28656
269	24533	28800
270	24421	28900
271	24309	29000
272	24196	29100
273	24084	29199
274	23954	29277
275	23842	29377
276	23730	29477
277	23611	29566
278	23499	29666
279	23388	29766
280	23276	29866
281	23199	30010
282	23088	30110
283	22976	30210
284	22873	30321
285	22762	30420
286	22667	30542
287	22556	30642
288	22445	30742
289	22333	30842
290	22206	30919
291	22096	31019
292	21985	31119
293	21866	31208
294	21817	31396
295	21706	31496
296	21596	31596
297	21485	31695
298	21374	31795
299	21285	31928
300	21189	32050
301	21078	32150
302	20968	32250
303	20857	32350
304	20739	32438
305	20636	32549
306	20525	32649
307	20415	32749
308	20304	32849
309	20194	32949
310	20084	33048
311	19974	33148
312	19864	33248
313	19800	33425
314	19696	33536
315	19585	33636
316	19462	33714
317	19346	33803
318	19249	33925
319	19138	34024
320	19028	34124
321	18938	34258
322	18828	34358
323	18730	34480
324	18620	34580
325	18510	34680
326	18400	34779
327	18290	34879
328	18175	34968
329	18065	35068
330	17955	35168
331	17868	35312
332	17759	35411
333	17633	35478
334	17523	35578
335	17435	35722
336	17331	35833
337	17238	35966
338	17133	36077
339	17024	36177
340	16910	36266
341	16800	36366
342	16691	36465
343	16582	36565
344	16492	36709
345	16383	36809
346	16274	36909
347	16164	37009
348	16055	37108
349	15946	37208
350	15837	37308
351	15728	37408
352	15619	37508
353	15506	37596
354	15410	37729
355	15301	37829
356	15193	37929
357	15084	38029
358	14975	38129
359	14871	38240
360	14762	38339
361	14683	38517
362	14574	38616
363	14469	38727
364	14360	38827
365	14264	38960
366	14155	39061
367	14062	39205
368	13953	39305
369	13856	39438
370	13747	39538
371	13638	39638
372	13530	39737
373	13421	39837
374	13323	39970
375	13222	40092
376	13113	40192
377	13015	40325
378	12920	40469
379	12811	40569
380	12702	40669
381	12593	40769
382	12484	40868
383	12375	40968
384	12267	41068
385	12158	41168
386	12049	41268
387	11941	41367
388	11832	41467
389	11724	41567
390	11615	41667
391	11507	41766
392	11398	41866
393	11302	42010
394	11193	42110
395	11085	42210
396	10977	42310
397	10868	42409
398	10760	42509
399	10652	42609
400	10555	42753
401	10446	42853
402	10338	42953
403	10230	43052
404	10122	43152
405	10014	43252
406	9906	43352
407	9798	43452
408	9690	43552
409	9591	43696
410	9483	43795
411	9375	43895
412	9268	43996
413	9162	44107
414	9054	44207
415	8946	44307
416	8838	44406
417	8730	44506
418	8623	44606
419	8517	44717
420	8409	44817
421	8308	44950
422	8200	45050
423	8100	45194
424	7998	45327
425	7899	45475
426	7792	45582
427	7692	45726
428	7584	45826
429	7476	45925
430	7368	46025
431	7260	46125
432	7156	46247
433	7048	46347
434	6940	46446
435	6832	46546
436	6724	46646
437	6617	46746
438	6509	46846
439	6401	46945
440	6294	47045
441	6187	47156
442	6084	47289
443	5977	47389
444	5873	47522
445	5765	47622
446	5663	47766
447	5555	47866
448	5448	47965
449	5346	48121
450	5239	48220
451	5131	48320
452	5023	48420
453	4920	48564
454	4812	48664
455	4705	48764
456	4597	48863
457	4490	48963
458	4382	49064
459	4278	49197
460	4170	49297
461	4062	49397
462	3958	49530
463	3850	49630
464	3743	49741
465	3636	49840
466	3529	49940
467	3421	50040
468	3314	50140
469	3206	50240
470	3099	50339
471	2992	50439
472	2884	50539
473	2777	50639
474	2670	50739
475	2563	50838
476	2455	50927
477	2348	51027
478	2241	51127
479	2134	51227
480	2027	51326
481	1920	51426
482	1813	51526
483	1706	51626
484	1600	51737
485	1493	51836
486	1387	51969
487	1280	52080
488	1173	52180
489	1067	52313
490	960	52413
491	853	52513
492	747	52613
493	640	52757
494	533	52856
495	427	52990
496	320	53089
497	213	53189
498	106	53289
499	0	53411
