iter	Logloss
394	0.0962197687
395	0.09620639559
396	0.09617899168
397	0.09615467406
398	0.09612804109
399	0.09612473818
400	0.09611697022
401	0.09609607925
402	0.09607149122
403	0.09605128797
404	0.09602956587
405	0.09601834906
406	0.09600773802
407	0.09600484877
408	0.09597993069
409	0.09597516227
410	0.09597240538
411	0.09596797502
412	0.09594854665
413	0.09593486697
414	0.09591279141
415	0.09589593937
416	0.09586804822
417	0.09585117615
418	0.09581822271
419	0.09580969592
420	0.09580217062
421	0.09579863243
422	0.09578347679
423	0.09575415281
424	0.09574289284
425	0.09572866714
426	0.09571200859
427	0.09567854002
428	0.0956525911
429	0.09563191793
430	0.09561536126
431	0.09558374193
432	0.09557475523
433	0.09555172973
434	0.09554099686
435	0.09552751177
436	0.09551072098
437	0.09550081799
438	0.09548568387
439	0.09546680826
440	0.09545757254
441	0.09543861433
442	0.09542187577
443	0.09540380727
444	0.09537278491
445	0.09535650781
446	0.09534247691
447	0.09533096859
448	0.09531535883
449	0.09528889339
450	0.0952748317
451	0.09525068729
452	0.09523979421
453	0.09522751531
454	0.09520054267
455	0.09518074132
456	0.09516215616
457	0.09515631674
458	0.09514278524
459	0.09513871051
460	0.09512202122
461	0.09511193876
462	0.0950949821
463	0.09507543159
464	0.09505457505
465	0.09504258421
466	0.09502587138
467	0.09500900517
468	0.09498947909
469	0.09496924793
470	0.09495714376
471	0.09495292094
472	0.09494291144
473	0.09493794143
474	0.09493067034
475	0.09491794692
476	0.09489182993
477	0.09485787981
478	0.0948323171
479	0.09480284936
480	0.09478074853
481	0.09476201249
482	0.09475513585
483	0.09474906947
484	0.09473231986
485	0.09471325396
486	0.09468528775
487	0.09467612769
488	0.09467241019
489	0.09466285841
490	0.0946248755
491	0.09461024149
492	0.09454571811
493	0.0945298252
494	0.09451431733
495	0.09450286404
496	0.09448484988
497	0.09447635164
498	0.09446939658
499	0.09445408654
