iter	Logloss
0	0.6105995236
1	0.5280683818
2	0.4694002242
3	0.4208350071
4	0.3785121411
5	0.3420010057
6	0.3117567291
7	0.2800976177
8	0.2529979032
9	0.2324865218
10	0.217977523
11	0.205778724
12	0.1913260428
13	0.1829000914
14	0.180703488
15	0.1701745282
16	0.161856293
17	0.157094065
18	0.1507215942
19	0.1450286846
20	0.1408966219
21	0.1381578819
22	0.1357589263
23	0.1321020475
24	0.1301815335
25	0.1296614173
26	0.1268975625
27	0.1244672523
28	0.1223741931
29	0.1212511546
30	0.11947838
31	0.1184876401
32	0.1170583918
33	0.1157841436
34	0.1151130702
35	0.1144144383
36	0.1133803927
37	0.1124781224
38	0.1119747226
39	0.1113337808
40	0.1105922194
41	0.1102511371
42	0.1098307024
43	0.1095645998
44	0.1089378327
45	0.1084235792
46	0.108290148
47	0.1078126876
48	0.1074090474
49	0.1070800229
50	0.1068812134
51	0.1068312805
52	0.1065791468
53	0.1062150872
54	0.1059366803
55	0.1057154674
56	0.1055760398
57	0.1054219376
58	0.1052339192
59	0.1050641282
60	0.1049135168
61	0.104691014
62	0.1044850779
63	0.1043385319
64	0.1041774041
65	0.1040136875
66	0.1039028286
67	0.103762454
68	0.1036879256
69	0.1035347033
70	0.1034164964
71	0.1033609531
72	0.1032698249
73	0.1031869982
74	0.1030580228
75	0.1029569815
76	0.1029050903
77	0.1028596922
78	0.1027741644
79	0.1026881135
80	0.1026158652
81	0.102538895
82	0.10248782
83	0.102449056
84	0.1023459302
85	0.1022620263
86	0.1021783053
87	0.1021606149
88	0.1020784052
89	0.1020477768
90	0.101992947
91	0.1019364804
92	0.1019076109
93	0.1018623989
94	0.1018510427
95	0.1017987199
96	0.101768708
97	0.1017639269
98	0.1017566156
99	0.1016874423
100	0.101683964
101	0.1016324328
102	0.1015781908
103	0.1015383349
104	0.1014848451
105	0.1014474514
106	0.1014204683
107	0.10137187
108	0.1013142299
109	0.1012900463
110	0.101269937
111	0.101252564
112	0.101196116
113	0.1011437465
114	0.1011154187
115	0.1011139472
116	0.1010900258
117	0.1010718078
118	0.1010312772
119	0.1010037057
120	0.1009582734
121	0.100956804
122	0.1009258889
123	0.1008724445
124	0.1008566068
125	0.1008362506
126	0.100804853
127	0.1007676683
128	0.1007322769
129	0.1007013209
130	0.1006695695
131	0.1006501376
132	0.100599901
133	0.1005621132
134	0.1005267086
135	0.1004998672
136	0.1004953498
137	0.100490488
138	0.1004818881
139	0.1004452525
140	0.1004256667
141	0.1004017862
142	0.1003611471
143	0.1003501241
144	0.1003328233
145	0.100325476
146	0.1003006462
147	0.1002684211
148	0.1002119766
149	0.1002038137
150	0.1001764274
151	0.1001629376
152	0.1001449204
153	0.1001141235
154	0.1000914214
155	0.1000708347
156	0.1000526399
157	0.1000402439
158	0.1000372147
159	0.1000343281
160	0.1000180602
161	0.1000112444
162	0.1000001002
163	0.09999124005
164	0.09994908974
165	0.09992981976
166	0.09990138324
167	0.09985223803
168	0.09983686386
169	0.09982368341
170	0.0997899432
171	0.09976912389
172	0.09975865715
173	0.09974480772
174	0.09970334943
175	0.09968359007
176	0.09965909648
177	0.09965664812
178	0.09962668825
179	0.09961324048
180	0.09958396215
181	0.09955798748
182	0.09954986804
183	0.09954982238
184	0.09953860233
185	0.0995151531
186	0.09948744302
187	0.09947476695
188	0.09945259207
189	0.09943919065
190	0.09940054761
191	0.09939039565
192	0.09938047901
193	0.0993575068
194	0.09931959188
195	0.09930100263
196	0.09928296566
197	0.09927482489
198	0.0992550506
199	0.09923418248
200	0.09920670208
201	0.0992051935
202	0.09918917625
203	0.09917864489
204	0.09914804133
205	0.09911975126
206	0.09910123194
207	0.09906904509
208	0.099017006
209	0.09899929259
210	0.09897007483
211	0.09896147494
212	0.0989409205
213	0.09891876324
214	0.09890461454
215	0.09887333412
216	0.09885217238
217	0.09885129198
218	0.09883600037
219	0.09882533439
220	0.09876856185
221	0.09873454814
222	0.09871266847
223	0.09868731493
224	0.09867528102
225	0.0986710828
226	0.09866483453
227	0.09865587824
228	0.09865122331
229	0.09859904498
230	0.09857798872
231	0.09854630233
232	0.09853526995
233	0.09851550696
234	0.09848329563
235	0.09848173024
236	0.0984762475
237	0.09845857774
238	0.09844889395
239	0.09843509607
240	0.09843333244
241	0.09840111249
242	0.09839270648
243	0.09837205726
244	0.09834757843
245	0.09833289576
246	0.09832437618
247	0.09831232888
248	0.0983115468
249	0.09830282388
250	0.09826739902
251	0.09823898082
252	0.09823456086
253	0.09819801346
254	0.09819275035
255	0.09816784329
256	0.0981567855
257	0.09812391092
258	0.09808910548
259	0.09808854208
260	0.09807254001
261	0.09807042022
262	0.09806282433
263	0.09804331961
264	0.09802736391
265	0.09800598278
266	0.09798668082
267	0.09796327854
268	0.09792801292
269	0.09790790475
270	0.09789752787
271	0.09787902903
272	0.09785364356
273	0.09784011068
274	0.09783992267
275	0.09783306216
276	0.0978095238
277	0.09780442781
278	0.09778239447
279	0.09776459167
280	0.09774791388
281	0.09773669936
282	0.09772289928
283	0.09771558759
284	0.09771526373
285	0.09771137174
286	0.09770838829
287	0.09770463384
288	0.09768365319
289	0.09766964023
290	0.09766841918
291	0.09765338984
292	0.09764182562
293	0.09763798104
294	0.09762862205
295	0.09762592077
296	0.09760250337
297	0.09759384044
298	0.09758826404
299	0.09758333342
300	0.09757893867
301	0.09757259497
302	0.097563228
303	0.09755201542
304	0.09755012395
305	0.09753038977
306	0.09751805874
307	0.09751743564
308	0.09748912842
309	0.09747916611
310	0.09746926001
311	0.09746431949
312	0.09745761358
313	0.09744425474
314	0.09743721262
315	0.09742377362
316	0.09742376453
317	0.09741687103
318	0.09741372055
319	0.09739837148
320	0.09737003232
321	0.09735077169
322	0.09733727279
323	0.09733148795
324	0.09732091694
325	0.09731273535
326	0.09728877604
327	0.09726097523
328	0.09724996991
329	0.09723103311
330	0.09720557479
331	0.09718856818
332	0.09718706263
333	0.09718705538
334	0.09717016415
335	0.09715861584
336	0.09712797748
337	0.09711261029
338	0.09709518489
339	0.09706474008
340	0.09706178097
341	0.09705794154
342	0.09705120132
343	0.0970456451
344	0.09702855527
345	0.09700217152
346	0.09698061049
347	0.09694624117
348	0.0969389536
349	0.09691534429
350	0.09689504556
351	0.09688813763
352	0.0968812741
353	0.09686899107
354	0.09685177479
355	0.09682972323
356	0.09681747726
357	0.09680484631
358	0.09678418477
359	0.0967740507
360	0.09676174398
361	0.09675524039
362	0.09674272607
363	0.09671869211
364	0.09670322846
365	0.09669546581
366	0.09667500781
367	0.09665804055
368	0.09663442045
369	0.09660970517
370	0.09658685971
371	0.09656848637
372	0.09656234597
373	0.09655452882
374	0.09654591991
375	0.0965281974
376	0.09652186795
377	0.09650644737
378	0.09648215832
379	0.09645240796
380	0.09643368478
381	0.09642822243
382	0.09642466818
383	0.09641059772
384	0.09640128843
385	0.09638660085
386	0.09637901524
387	0.09635964534
388	0.09632995143
389	0.09631649093
390	0.09630014103
391	0.09627586579
392	0.09626205738
393	0.09624054039
